1, private, deeper_dark:amethyst_mines, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1513, taiga, minecraft:taiga, MONSTER, minecraft:witch, 5, 1, 1
1514, taiga, minecraft:taiga, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1515, taiga, minecraft:taiga, MONSTER, minecraft:giant, 5, 1, 2
1516, taiga, minecraft:taiga, MONSTER, hwg:merc, 5, 1, 2
1517, taiga, minecraft:taiga, MONSTER, hwg:spy, 5, 1, 2
1518, taiga, minecraft:taiga, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1519, taiga, minecraft:taiga, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1520, taiga, minecraft:taiga, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1521, taiga, minecraft:taiga, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1522, taiga, minecraft:taiga, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1523, taiga, minecraft:taiga, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1524, taiga, minecraft:taiga, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1525, taiga, minecraft:taiga, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1526, taiga, minecraft:taiga, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1527, taiga, minecraft:taiga, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1528, taiga, minecraft:taiga, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1529, taiga, minecraft:taiga, CREATURE, minecraft:sheep, 12, 4, 4
1530, taiga, minecraft:taiga, CREATURE, minecraft:pig, 10, 4, 4
1531, taiga, minecraft:taiga, CREATURE, minecraft:chicken, 10, 4, 4
1532, taiga, minecraft:taiga, CREATURE, minecraft:cow, 8, 4, 4
1533, taiga, minecraft:taiga, CREATURE, minecraft:wolf, 8, 4, 4
1534, taiga, minecraft:taiga, CREATURE, minecraft:rabbit, 5, 2, 3
1535, taiga, minecraft:taiga, CREATURE, minecraft:fox, 8, 2, 4
1536, taiga, minecraft:taiga, CREATURE, mozombies_wave:survivor, 5, 1, 4
1537, taiga, minecraft:taiga, AMBIENT, minecraft:bat, 10, 8, 8
1538, taiga, minecraft:taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1539, private, minecraft:the_end, MONSTER, minecraft:enderman, 10, 4, 4
1540, private, minecraft:the_end, CREATURE, mozombies_wave:survivor, 5, 1, 4
1541, private, minecraft:the_void, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1542, private, minecraft:the_void, MONSTER, gigeresque:egg, 10, 1, 1
1543, private, minecraft:the_void, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1544, private, minecraft:the_void, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1545, private, minecraft:the_void, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1546, private, minecraft:the_void, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1547, private, minecraft:the_void, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1548, private, minecraft:the_void, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1549, private, minecraft:the_void, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1550, private, minecraft:the_void, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1551, private, minecraft:the_void, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1552, private, minecraft:the_void, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1553, private, minecraft:the_void, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1554, private, minecraft:the_void, CREATURE, mozombies_wave:survivor, 5, 1, 4
1555, private, deeper_dark:volcanic_caverns, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1556, private, deeper_dark:volcanic_caverns, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1557, private, deeper_dark:volcanic_caverns, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1558, private, deeper_dark:volcanic_caverns, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1559, private, deeper_dark:volcanic_caverns, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1560, private, deeper_dark:volcanic_caverns, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1561, private, deeper_dark:volcanic_caverns, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1562, private, deeper_dark:volcanic_caverns, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1563, private, deeper_dark:volcanic_caverns, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1564, private, deeper_dark:volcanic_caverns, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1565, private, deeper_dark:volcanic_caverns, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1566, private, deeper_dark:volcanic_caverns, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1567, private, deeper_dark:volcanic_caverns, CREATURE, mozombies_wave:survivor, 5, 1, 4
1568, ocean, minecraft:warm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
1569, ocean, minecraft:warm_ocean, MONSTER, minecraft:spider, 80, 4, 4
1570, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1571, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1572, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1573, ocean, minecraft:warm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1574, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime, 80, 4, 4
1575, ocean, minecraft:warm_ocean, MONSTER, minecraft:enderman, 10, 1, 4
1576, ocean, minecraft:warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1577, ocean, minecraft:warm_ocean, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1578, ocean, minecraft:warm_ocean, MONSTER, skeletalremains:sunkenskeleton, 50, 1, 2
1579, ocean, minecraft:warm_ocean, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1580, ocean, minecraft:warm_ocean, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1581, ocean, minecraft:warm_ocean, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1582, ocean, minecraft:warm_ocean, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1583, ocean, minecraft:warm_ocean, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1584, ocean, minecraft:warm_ocean, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1585, ocean, minecraft:warm_ocean, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1586, ocean, minecraft:warm_ocean, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1587, ocean, minecraft:warm_ocean, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1588, ocean, minecraft:warm_ocean, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1589, ocean, minecraft:warm_ocean, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1590, ocean, minecraft:warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1591, ocean, minecraft:warm_ocean, AMBIENT, darkwaters:aberration, 10, 1, 1
1592, ocean, minecraft:warm_ocean, AMBIENT, darkwaters:craeken, 5, 1, 1
1593, ocean, minecraft:warm_ocean, AMBIENT, darkwaters:miraid, 5, 1, 1
1594, ocean, minecraft:warm_ocean, AMBIENT, darkwaters:miraid_hallucination, 5, 1, 1
1595, ocean, minecraft:warm_ocean, AMBIENT, darkwaters:mohast, 10, 1, 3
1596, ocean, minecraft:warm_ocean, AMBIENT, darkwaters:sight_hunter, 5, 1, 1
1597, ocean, minecraft:warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1598, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:squid, 10, 4, 4
1599, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
1600, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
1601, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1602, nether, minecraft:warped_forest, MONSTER, minecraft:enderman, 5, 4, 4
1603, nether, minecraft:warped_forest, MONSTER, mozombies_wave:nether_zombie, 5, 1, 4
1604, nether, minecraft:warped_forest, MONSTER, hwg:technodemon_greater_1, 5, 1, 1
1605, nether, minecraft:warped_forest, MONSTER, hwg:technodemon_lesser_1, 5, 1, 2
1606, nether, minecraft:warped_forest, MONSTER, minecraft:zombified_piglin, 5, 1, 4
1607, nether, minecraft:warped_forest, MONSTER, minecraft:ghast, 3, 4, 4
1608, nether, minecraft:warped_forest, CREATURE, minecraft:strider, 60, 1, 2
1609, nether, minecraft:warped_forest, CREATURE, mozombies_wave:survivor, 5, 1, 4
1610, swamp, minecraft:windswept_forest, MONSTER, minecraft:spider, 80, 4, 4
1611, swamp, minecraft:windswept_forest, MONSTER, minecraft:zombie, 19, 4, 4
1612, swamp, minecraft:windswept_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1613, swamp, minecraft:windswept_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1614, swamp, minecraft:windswept_forest, MONSTER, minecraft:creeper, 80, 4, 4
1615, swamp, minecraft:windswept_forest, MONSTER, minecraft:slime, 80, 4, 4
1616, swamp, minecraft:windswept_forest, MONSTER, minecraft:enderman, 10, 1, 4
1617, swamp, minecraft:windswept_forest, MONSTER, minecraft:witch, 10, 1, 1
1618, swamp, minecraft:windswept_forest, MONSTER, minecraft:slime, 5, 1, 1
1619, swamp, minecraft:windswept_forest, MONSTER, minecraft:drowned, 80, 4, 4
1620, swamp, minecraft:windswept_forest, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1621, swamp, minecraft:windswept_forest, MONSTER, skeletalremains:swampedskeleton, 70, 1, 3
1622, swamp, minecraft:windswept_forest, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1623, swamp, minecraft:windswept_forest, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1624, swamp, minecraft:windswept_forest, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1625, swamp, minecraft:windswept_forest, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1626, swamp, minecraft:windswept_forest, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1627, swamp, minecraft:windswept_forest, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1628, swamp, minecraft:windswept_forest, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1629, swamp, minecraft:windswept_forest, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1630, swamp, minecraft:windswept_forest, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1631, swamp, minecraft:windswept_forest, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1632, swamp, minecraft:windswept_forest, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1633, swamp, minecraft:windswept_forest, CREATURE, minecraft:sheep, 8, 4, 4
1634, swamp, minecraft:windswept_forest, CREATURE, minecraft:pig, 6, 4, 4
1635, swamp, minecraft:windswept_forest, CREATURE, minecraft:chicken, 6, 4, 4
1636, swamp, minecraft:windswept_forest, CREATURE, minecraft:cow, 5, 4, 4
1637, swamp, minecraft:windswept_forest, CREATURE, minecraft:frog, 10, 2, 5
1638, swamp, minecraft:windswept_forest, CREATURE, mozombies_wave:survivor, 5, 1, 4
1639, swamp, minecraft:windswept_forest, AMBIENT, minecraft:bat, 10, 8, 8
1640, swamp, minecraft:windswept_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1641, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:spider, 80, 4, 4
1642, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie, 80, 4, 4
1643, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
1644, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:skeleton, 80, 4, 4
1645, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:creeper, 80, 4, 4
1646, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:slime, 80, 4, 4
1647, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:enderman, 10, 1, 4
1648, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:witch, 5, 1, 1
1649, private, minecraft:windswept_gravelly_hills, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1650, private, minecraft:windswept_gravelly_hills, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1651, private, minecraft:windswept_gravelly_hills, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1652, private, minecraft:windswept_gravelly_hills, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1653, private, minecraft:windswept_gravelly_hills, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1654, private, minecraft:windswept_gravelly_hills, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1655, private, minecraft:windswept_gravelly_hills, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1656, private, minecraft:windswept_gravelly_hills, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1657, private, minecraft:windswept_gravelly_hills, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1658, private, minecraft:windswept_gravelly_hills, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1659, private, minecraft:windswept_gravelly_hills, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1660, private, minecraft:windswept_gravelly_hills, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1661, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:sheep, 12, 4, 4
1662, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:pig, 10, 4, 4
1663, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:chicken, 10, 4, 4
1664, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:cow, 8, 4, 4
1665, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:llama, 5, 4, 6
1666, private, minecraft:windswept_gravelly_hills, CREATURE, mozombies_wave:survivor, 5, 1, 4
1667, private, minecraft:windswept_gravelly_hills, AMBIENT, minecraft:bat, 10, 8, 8
1668, private, minecraft:windswept_gravelly_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1669, private, minecraft:windswept_hills, MONSTER, minecraft:spider, 80, 4, 4
1670, private, minecraft:windswept_hills, MONSTER, minecraft:zombie, 80, 4, 4
1671, private, minecraft:windswept_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
1672, private, minecraft:windswept_hills, MONSTER, minecraft:skeleton, 80, 4, 4
1673, private, minecraft:windswept_hills, MONSTER, minecraft:creeper, 80, 4, 4
1674, private, minecraft:windswept_hills, MONSTER, minecraft:slime, 80, 4, 4
1675, private, minecraft:windswept_hills, MONSTER, minecraft:enderman, 10, 1, 4
1676, private, minecraft:windswept_hills, MONSTER, minecraft:witch, 5, 1, 1
1677, private, minecraft:windswept_hills, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1678, private, minecraft:windswept_hills, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1679, private, minecraft:windswept_hills, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1680, private, minecraft:windswept_hills, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1681, private, minecraft:windswept_hills, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1682, private, minecraft:windswept_hills, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1683, private, minecraft:windswept_hills, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1684, private, minecraft:windswept_hills, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1685, private, minecraft:windswept_hills, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1686, private, minecraft:windswept_hills, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1687, private, minecraft:windswept_hills, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1688, private, minecraft:windswept_hills, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1689, private, minecraft:windswept_hills, CREATURE, minecraft:sheep, 12, 4, 4
1690, private, minecraft:windswept_hills, CREATURE, minecraft:pig, 10, 4, 4
1691, private, minecraft:windswept_hills, CREATURE, minecraft:chicken, 10, 4, 4
1692, private, minecraft:windswept_hills, CREATURE, minecraft:cow, 8, 4, 4
1693, private, minecraft:windswept_hills, CREATURE, minecraft:llama, 5, 4, 6
1694, private, minecraft:windswept_hills, CREATURE, mozombies_wave:survivor, 5, 1, 4
1695, private, minecraft:windswept_hills, AMBIENT, minecraft:bat, 10, 8, 8
1696, private, minecraft:windswept_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1697, private, minecraft:windswept_savanna, MONSTER, minecraft:slime, 80, 4, 4
1698, private, minecraft:windswept_savanna, MONSTER, minecraft:enderman, 10, 4, 4
1699, private, minecraft:windswept_savanna, MONSTER, minecraft:hoglin, 5, 1, 1
1700, private, minecraft:windswept_savanna, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1701, private, minecraft:windswept_savanna, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1702, private, minecraft:windswept_savanna, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1703, private, minecraft:windswept_savanna, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1704, private, minecraft:windswept_savanna, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1705, private, minecraft:windswept_savanna, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1706, private, minecraft:windswept_savanna, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1707, private, minecraft:windswept_savanna, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1708, private, minecraft:windswept_savanna, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1709, private, minecraft:windswept_savanna, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1710, private, minecraft:windswept_savanna, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1711, private, minecraft:windswept_savanna, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1712, private, minecraft:windswept_savanna, CREATURE, minecraft:strider, 60, 1, 2
1713, private, minecraft:windswept_savanna, CREATURE, mozombies_wave:survivor, 5, 1, 4
1714, private, minecraft:windswept_savanna, AMBIENT, minecraft:bat, 10, 8, 8
1715, private, minecraft:windswept_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1716, badlands, minecraft:wooded_badlands, MONSTER, minecraft:spider, 80, 4, 4
1717, badlands, minecraft:wooded_badlands, MONSTER, minecraft:zombie, 19, 4, 4
1718, badlands, minecraft:wooded_badlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
1719, badlands, minecraft:wooded_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
1720, badlands, minecraft:wooded_badlands, MONSTER, minecraft:creeper, 80, 4, 4
1721, badlands, minecraft:wooded_badlands, MONSTER, minecraft:slime, 80, 4, 4
1722, badlands, minecraft:wooded_badlands, MONSTER, minecraft:enderman, 10, 1, 4
1723, badlands, minecraft:wooded_badlands, MONSTER, minecraft:witch, 5, 1, 1
1724, badlands, minecraft:wooded_badlands, MONSTER, minecraft:husk, 80, 4, 4
1725, badlands, minecraft:wooded_badlands, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1726, badlands, minecraft:wooded_badlands, MONSTER, hwg:merc, 5, 1, 2
1727, badlands, minecraft:wooded_badlands, MONSTER, skeletalremains:sharpshooterskeleton, 60, 1, 2
1728, badlands, minecraft:wooded_badlands, MONSTER, hwg:spy, 5, 1, 2
1729, badlands, minecraft:wooded_badlands, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1730, badlands, minecraft:wooded_badlands, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1731, badlands, minecraft:wooded_badlands, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1732, badlands, minecraft:wooded_badlands, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1733, badlands, minecraft:wooded_badlands, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1734, badlands, minecraft:wooded_badlands, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1735, badlands, minecraft:wooded_badlands, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1736, badlands, minecraft:wooded_badlands, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1737, badlands, minecraft:wooded_badlands, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1738, badlands, minecraft:wooded_badlands, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1739, badlands, minecraft:wooded_badlands, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1740, badlands, minecraft:wooded_badlands, CREATURE, mozombies_wave:survivor, 5, 1, 4
1741, badlands, minecraft:wooded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
1742, badlands, minecraft:wooded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
